"MESS_DATUM","STATIONS_ID","Max_PT","Min_PT","Mean_PT"
2015-01-04,433,-0.0254316329956055,-3.75040102005005,-1.91058581215995
2015-01-04,1691,0.930378913879395,-5.25097417831421,-3.10235979159673
2015-01-04,1975,4.410400390625,-3.84695672988892,0.844356477260589
2015-01-04,2928,2.0902795791626,-5.15363550186157,-2.97019243240356
2015-01-04,3379,-Inf,Inf,NA
2015-01-04,3668,-4.07313108444214,-6.07564878463745,-5.04432260990143
2015-01-04,3821,-2.75809717178345,-6.87588167190552,-4.91079715887706
2015-01-04,4024,0.5685133934021,-5.96415758132935,-3.73256359497706
2015-01-04,4039,1.99637055397034,-4.29171419143677,-2.45890628298124
2015-01-04,4928,0.28839111328125,-6.46428346633911,-3.63492979605993
2015-01-04,5705,-2.63476705551147,-6.40342092514038,-4.53442768255869
2015-01-04,5906,0.980252265930176,-8.03331565856934,-2.75141177574794
2015-01-04,7341,1.85748982429504,-5.89846849441528,-2.85830775329045
2015-01-04,7393,-0.633756637573242,-7.44731283187866,-4.35353668530782
2015-01-04,15444,-2.41011571884155,-8.25760078430176,-5.83130216598511
2015-01-05,282,4.410400390625,-8.33450126647949,-3.38008833924929
2015-01-05,433,-2.6259560585022,-3.63587808609009,-3.03174710273743
2015-01-05,1691,-3.06021070480347,-7.45337820053101,-4.75214258829753
2015-01-05,1975,-0.903565406799316,-3.9784951210022,-1.89248931407929
2015-01-05,2928,-2.09128618240356,-4.93220472335815,-3.56242402394613
2015-01-05,3379,-Inf,Inf,NA
2015-01-05,3668,1.4792423248291,-5.91830778121948,-1.50526213645935
2015-01-05,3821,-2.96647500991821,-5.59132528305054,-4.81765031814575
2015-01-05,4024,-1.19639205932617,-5.10542821884155,-2.90609282255173
2015-01-05,4039,-0.175302982330322,-4.11548471450806,-1.84722518920899
2015-01-05,4928,9.80554676055908,-9.18315505981445,-2.45859954754512
2015-01-05,5705,2.31197071075439,-7.74728631973267,-3.8248851398627
2015-01-05,5906,4.410400390625,-10.1904640197754,-4.95992995301882
2015-01-05,7341,-Inf,Inf,NA
2015-01-05,7393,-3.00705575942993,-6.47959756851196,-4.80948567390442
2015-01-05,15444,3.49885940551758,-11.1783771514893,-6.46028743187587
2015-01-06,282,-0.0552887916564941,-10.9236545562744,-6.60377124945323
2015-01-06,433,-4.67013120651245,-8.46043586730957,-5.86809772253036
2015-01-06,1691,3.297532081604,-7.05266714096069,-4.22460403045019
2015-01-06,1975,-1.65544843673706,-4.14039850234985,-2.8277553319931
2015-01-06,2928,2.05883431434631,-5.5567364692688,-3.28590292731921
2015-01-06,3379,-Inf,Inf,NA
2015-01-06,3668,2.72108364105225,-4.44187688827515,-0.259560585021972
2015-01-06,3821,1.75776815414429,-7.36486101150513,-4.02646446228027
2015-01-06,4024,0.281864166259766,-8.73341178894043,-6.38243766452955
2015-01-06,4039,-0.843906879425049,-5.74013471603394,-2.82633781433106
2015-01-06,4928,8.87968349456787,-11.4442081451416,-4.9263818860054
2015-01-06,5705,-2.19525289535522,-9.91203880310059,-7.53452402353287
2015-01-06,5906,-4.97442197799683,-12.8509578704834,-8.72115490833919
2015-01-06,7341,-Inf,Inf,NA
2015-01-06,7393,-1.17294931411743,-8.37522888183594,-4.43695356448491
2015-01-06,15444,0.978960514068604,-15.4643421173096,-8.24594589074453
2015-01-07,282,3.42639207839966,-8.77889823913574,-4.05412984887759
2015-01-07,433,2.26083517074585,-5.20883226394653,-1.19287949800491
2015-01-07,1691,1.37669229507446,-6.31583166122437,-3.39194246133169
2015-01-07,1975,4.90344047546387,-1.90250492095947,1.68760749697685
2015-01-07,2928,0.771414756774902,-14.6537055969238,-4.31980544328689
2015-01-07,3379,-Inf,Inf,NA
2015-01-07,3668,-2.85280656814575,-4.51960611343384,-3.4935405254364
2015-01-07,3821,-0.386287212371826,-7.67099809646606,-4.5881267786026
2015-01-07,4024,1.43955516815186,-8.57351875305176,-4.77540550629298
2015-01-07,4039,4.410400390625,-4.51090097427368,-0.941500256458918
2015-01-07,4928,1.1329927444458,-8.33673286437988,-3.44756986697515
2015-01-07,5705,-1.19802665710449,-9.64137268066406,-4.9679062962532
2015-01-07,5906,-0.79105806350708,-6.4737343788147,-4.36938814322154
2015-01-07,7341,-Inf,Inf,NA
2015-01-07,7393,-2.72688436508179,-7.61751890182495,-4.58685251077016
2015-01-07,15444,1.30244493484497,-11.7523670196533,-5.34544456005096
2015-01-08,282,4.410400390625,-6.77821588516235,-1.41586208343506
2015-01-08,433,-0.541881084442139,-3.89920949935913,-1.85239082574844
2015-01-08,1691,2.78097105026245,-4.918053150177,-1.04631487528483
2015-01-08,1975,2.11384105682373,-2.03095436096191,0.296387135982514
2015-01-08,2928,1.77067279815674,-5.92089033126831,-1.37435015042623
2015-01-08,3379,-Inf,Inf,NA
2015-01-08,3668,1.53631353378296,-3.38904714584351,-0.434224605560304
2015-01-08,3821,2.01742219924927,-7.62629461288452,-2.16982032855352
2015-01-08,4024,-0.864834308624268,-4.82148790359497,-2.70715834697088
2015-01-08,4039,2.35193157196045,-3.83774518966675,-0.751185645659766
2015-01-08,4928,4.410400390625,-6.43468618392944,0.709006985028585
2015-01-08,5705,2.15227866172791,-5.82375001907349,-1.02182025710742
2015-01-08,5906,4.410400390625,-5.35932874679565,0.695256451765696
2015-01-08,7341,-Inf,Inf,NA
2015-01-08,7393,1.74446725845337,-6.15147352218628,-1.77462170521418
2015-01-08,15444,-0.368539810180664,-6.42436838150024,-2.89807665348053
2015-01-09,282,4.410400390625,-1.05963850021362,2.52331461509069
2015-01-09,433,4.410400390625,-1.54523229598999,1.26379829645157
2015-01-09,1691,4.9999828338623,-0.906097888946533,1.44326559702555
2015-01-09,1975,2.66244149208069,0.440797328948975,1.58727011084557
2015-01-09,2928,4.410400390625,-2.90605306625366,1.50611184040705
2015-01-09,3379,-Inf,Inf,NA
2015-01-09,3668,2.83280825614929,0.589306354522705,2.11955270171166
2015-01-09,3821,4.410400390625,-3.15365839004517,1.09636278947194
2015-01-09,4024,2.2640106678009,-2.98977613449097,-0.813899606466294
2015-01-09,4039,3.37843680381775,-0.923375129699707,1.03335522611936
2015-01-09,4928,7.42284870147705,-0.537994384765625,3.35595525304476
2015-01-09,5705,5.35363483428955,-1.843421459198,2.14294256766637
2015-01-09,5906,7.52135944366455,-1.30192518234253,3.59022443493207
2015-01-09,7341,-Inf,Inf,NA
2015-01-09,7393,4.410400390625,-2.36151075363159,0.803098539511363
2015-01-09,15444,4.73712730407715,-4.19278764724731,-0.150164405504862
2015-01-10,282,9.36035442352295,1.85321378707886,6.76795295874278
2015-01-10,433,7.68184757232666,6.66010093688965,7.10870695114136
2015-01-10,1691,9.69899272918701,-2.84691286087036,4.31289262572924
2015-01-10,1975,6.61090564727783,1.89138674736023,5.2198403775692
2015-01-10,2928,10.7885408401489,-2.14761686325073,5.2146809399128
2015-01-10,3379,-Inf,Inf,NA
2015-01-10,3668,8.78934860229492,6.41874885559082,7.5889847278595
2015-01-10,3821,10.0005121231079,-4.30483675003052,4.8529272377491
2015-01-10,4024,5.90651607513428,-4.20632791519165,0.288623025019964
2015-01-10,4039,7.22636890411377,-2.75163221359253,2.68347848455111
2015-01-10,4928,11.735032081604,2.84066104888916,7.95552118619283
2015-01-10,5705,8.68598556518555,-1.0102972984314,6.23291676243146
2015-01-10,5906,9.74837684631348,1.26096248626709,7.43427692850431
2015-01-10,7341,-Inf,Inf,NA
2015-01-10,7393,9.00909996032715,-2.67942571640015,4.09041528900464
2015-01-10,15444,10.611834526062,4.79740524291992,6.49954950809479
2015-01-11,282,1.34596920013428,-3.47973012924194,-1.82415469487508
2015-01-11,433,-1.57451009750366,-5.96190500259399,-3.29151749610901
2015-01-11,1691,-2.12478733062744,-5.28906106948853,-3.76320566733678
2015-01-11,1975,-2.02043390274048,-4.33433675765991,-3.15222728252411
2015-01-11,2928,-1.31270217895508,-5.06841802597046,-3.35173525412877
2015-01-11,3379,-Inf,Inf,NA
2015-01-11,3668,2.71612620353699,-4.34370088577271,-1.87499102950096
2015-01-11,3821,-1.41657209396362,-6.49431562423706,-4.28230919440587
2015-01-11,4024,-1.88478517532349,-5.47186517715454,-3.87602146466573
2015-01-11,4039,-0.259499073028564,-12.312816619873,-2.83813426891962
2015-01-11,4928,2.11584067344666,-4.83649587631226,-1.97413000464439
2015-01-11,5705,-0.506350040435791,-4.75123453140259,-3.10756701231003
2015-01-11,5906,2.50298500061035,-1.81879568099976,0.074558834234873
2015-01-11,7341,-Inf,Inf,NA
2015-01-11,7393,-1.83769464492798,-7.94685506820679,-4.34479284286499
2015-01-11,15444,2.38714909553528,-8.26474571228027,-4.66787287592888
2015-01-12,282,2.24265265464783,-3.11233377456665,-0.182831982771555
2015-01-12,433,1.18924522399902,-1.12121534347534,0.176701664924621
2015-01-12,1691,1.36534070968628,-1.77974510192871,-0.130121032396952
2015-01-12,1975,2.15895748138428,0.375065803527832,1.48474237322807
2015-01-12,2928,1.89052081108093,-2.65825605392456,0.303024679422379
2015-01-12,3379,-Inf,Inf,NA
2015-01-12,3668,0.263269424438477,-1.76719236373901,-0.530849695205687
2015-01-12,3821,1.06719827651978,-3.67094945907593,-0.571500360965729
2015-01-12,4024,2.32126712799072,-2.88396215438843,-0.00337759653727262
2015-01-12,4039,4.410400390625,-0.253866195678711,1.78594872355461
2015-01-12,4928,5.02188873291016,-2.76927614212036,-0.131422579288482
2015-01-12,5705,1.11533451080322,-3.49042272567749,-1.05030159155528
2015-01-12,5906,3.3681206703186,-1.57644462585449,1.34717195232709
2015-01-12,7341,-Inf,Inf,NA
2015-01-12,7393,1.61672449111938,-5.10794019699097,-0.568373878796896
2015-01-12,15444,-0.103424072265625,-7.14556837081909,-3.95977381865183
2015-01-13,282,9.4832124710083,-6.90328645706177,2.4203688899676
2015-01-13,433,8.40101337432861,4.410400390625,6.50880670547485
2015-01-13,1691,7.75095653533936,1.5118088722229,4.00238670905431
2015-01-13,1975,4.410400390625,2.29887366294861,3.90874928236008
2015-01-13,2928,9.81948471069336,1.49704647064209,4.91875491539637
2015-01-13,3379,-Inf,Inf,NA
2015-01-13,3668,9.47458934783936,-1.62955141067505,5.80887675285339
2015-01-13,3821,8.32153034210205,-0.28757905960083,3.70272742708524
2015-01-13,4024,4.410400390625,-0.80952262878418,1.80376555522283
2015-01-13,4039,5.10575866699219,-0.693667888641357,2.39170026779175
2015-01-13,4928,11.6815309524536,-2.65190744400024,4.6868614355723
2015-01-13,5705,9.34074878692627,-3.78416681289673,2.81905884544055
2015-01-13,5906,8.56307029724121,-4.71527338027954,3.18903290232023
2015-01-13,7341,-Inf,Inf,NA
2015-01-13,7393,9.22427749633789,1.69338798522949,5.37179261445999
2015-01-13,15444,6.1844367980957,-8.09133720397949,-0.755943437417348
2015-01-14,282,4.410400390625,-8.83595657348633,0.0305088063081101
2015-01-14,433,4.410400390625,0.113147258758545,1.96191537380219
2015-01-14,1691,2.62504267692566,-5.89053392410278,-1.38287950555483
2015-01-14,1975,-0.615840435028076,-2.36674451828003,-1.24666857719421
2015-01-14,2928,4.410400390625,-5.74787282943726,0.369135489066442
2015-01-14,3379,-Inf,Inf,NA
2015-01-14,3668,2.54639172554016,0.0172610282897949,1.41997981071472
2015-01-14,3821,4.410400390625,-6.44995641708374,-0.893451233704885
2015-01-14,4024,0.454264640808105,-7.52157068252563,-2.51806845267614
2015-01-14,4039,0.557146549224854,-6.00925874710083,-2.15591468413671
2015-01-14,4928,5.25556945800781,-4.05907773971558,0.928966959317524
2015-01-14,5705,4.410400390625,-6.67815160751343,-0.814843078454336
2015-01-14,5906,4.55055809020996,-5.34325075149536,0.328217804431915
2015-01-14,7341,-Inf,Inf,NA
2015-01-14,7393,5.91053199768066,-3.77223348617554,1.48768303791682
2015-01-14,15444,2.31250309944153,-6.24047231674194,-1.76080712676048
2015-01-15,282,2.81980109214783,-8.31209564208984,-0.897288918495179
2015-01-15,433,2.42846918106079,-4.53632783889771,-0.896017313003539
2015-01-15,1691,4.96419525146484,-5.23047399520874,1.02386768658956
2015-01-15,1975,4.410400390625,-1.6198673248291,1.74677705764771
2015-01-15,2928,3.47710108757019,-6.63141012191772,-0.118150065342585
2015-01-15,3379,-Inf,Inf,NA
2015-01-15,3668,2.70725274085999,-3.08531904220581,0.517611712217332
2015-01-15,3821,1.89041495323181,-7.24207925796509,-1.39622983336449
2015-01-15,4024,2.16105818748474,-6.22153425216675,-2.77320048213005
2015-01-15,4039,3.56326746940613,-5.60120439529419,0.0239727199077599
2015-01-15,4928,4.67307281494141,-4.84113264083862,1.60778526465098
2015-01-15,5705,4.83463478088379,-7.50923585891724,-0.7120454510053
2015-01-15,5906,6.13435459136963,-4.26866865158081,2.24693752328555
2015-01-15,7341,-Inf,Inf,NA
2015-01-15,7393,1.96634197235107,-7.97551012039185,-2.10503015915553
2015-01-15,15444,2.29446172714233,-7.04756784439087,-2.66537302732468
2015-01-16,282,6.96906757354736,-0.127447128295898,2.40815766652425
2015-01-16,433,5.37743377685547,2.59093976020813,4.39098015427589
2015-01-16,1691,5.89585018157959,-1.16475820541382,2.06511002779007
2015-01-16,1975,4.410400390625,-0.979167938232422,2.15817138552666
2015-01-16,2928,5.1832447052002,0.734383583068848,2.65839093923569
2015-01-16,3379,-Inf,Inf,NA
2015-01-16,3668,8.468017578125,-1.35637235641479,3.64346146583557
2015-01-16,3821,4.410400390625,-0.958476543426514,2.23793831078903
2015-01-16,4024,4.63506889343262,-1.6583456993103,0.529956032832463
2015-01-16,4039,4.410400390625,-2.52503824234009,0.350243906180064
2015-01-16,4928,8.23149013519287,-0.177631855010986,3.01591611901919
2015-01-16,5705,5.66551780700684,-11.946533203125,1.14330706993739
2015-01-16,5906,5.20499420166016,-0.369905471801758,2.05621548493703
2015-01-16,7341,-Inf,Inf,NA
2015-01-16,7393,3.44013452529907,-1.1149377822876,1.18290114402771
2015-01-16,15444,4.410400390625,-3.18445444107056,-0.399532934029896
2015-01-17,282,7.9288969039917,-6.38757562637329,-0.400273193915684
2015-01-17,433,1.13281440734863,-1.43211650848389,-0.479784727096558
2015-01-17,1691,3.19122266769409,-8.88546943664551,-2.73634274800619
2015-01-17,1975,4.410400390625,-5.57858324050903,0.354819655418397
2015-01-17,2928,4.410400390625,-7.87536287307739,-1.25856905182203
2015-01-17,3379,-Inf,Inf,NA
2015-01-17,3668,0.749502658843994,-1.31712627410889,-0.18841427564621
2015-01-17,3821,2.45272278785706,-8.42934036254883,-2.30000504580411
2015-01-17,4024,2.24125075340271,-8.33051109313965,-3.1918038725853
2015-01-17,4039,2.18843841552734,-6.93566942214966,-3.70905917882919
2015-01-17,4928,2.66480565071106,-13.6158638000488,-2.32266768813133
2015-01-17,5705,4.410400390625,-4.42267847061157,-0.831753581762313
2015-01-17,5906,4.410400390625,-7.65341329574585,-0.273026108741761
2015-01-17,7341,-Inf,Inf,NA
2015-01-17,7393,1.23840951919556,-6.32083082199097,-1.51033649841944
2015-01-17,15444,2.42214965820312,-19.7415809631348,-6.96604875723521
2015-01-18,282,4.45221900939941,-6.27541589736938,-2.54995657006899
2015-01-18,433,4.410400390625,-5.24497270584106,0.42381811141968
2015-01-18,1691,0.687728881835938,-8.70247840881348,-5.92232358455658
2015-01-18,1975,-4.10930395126343,-5.74135637283325,-4.58556497097015
2015-01-18,2928,2.11146640777588,-9.1157341003418,-5.2619393269221
2015-01-18,3379,-Inf,Inf,NA
2015-01-18,3668,4.93524551391602,-3.73658227920532,1.42270836234093
2015-01-18,3821,0.0765199661254883,-8.83464813232422,-5.67718174060186
2015-01-18,4024,-1.96243810653687,-8.9161262512207,-6.20491321881612
2015-01-18,4039,-3.46667432785034,-6.99180173873901,-4.73183520634969
2015-01-18,4928,5.11752128601074,-8.48768424987793,-4.05122023820877
2015-01-18,5705,4.60712623596191,-8.72927665710449,-3.38145155707995
2015-01-18,5906,4.410400390625,-9.51962661743164,-4.73042696714401
2015-01-18,7341,-Inf,Inf,NA
2015-01-18,7393,4.49800300598145,-10.6879501342773,-4.68526476621628
2015-01-18,15444,-1.74117994308472,-8.98764228820801,-5.79134911298752
2015-01-19,282,0.203288078308105,-5.73933744430542,-3.16697877645493
2015-01-19,433,-4.33200788497925,-8.86256408691406,-5.89760547876358
2015-01-19,1691,-1.2710862159729,-9.8143196105957,-5.5222983956337
2015-01-19,1975,-2.77124071121216,-6.54196882247925,-4.23791575431824
2015-01-19,2928,-1.15788316726685,-11.1722393035889,-5.12927069266637
2015-01-19,3379,-Inf,Inf,NA
2015-01-19,3668,5.49746704101562,-4.41470003128052,-1.45990204811096
2015-01-19,3821,-2.13549900054932,-9.13550758361816,-4.9015630086263
2015-01-19,4024,-4.40257978439331,-8.44228363037109,-6.3770736058553
2015-01-19,4039,1.21411323547363,-7.37819623947144,-4.32254473368327
2015-01-19,4928,0.0494904518127441,-16.9837532043457,-4.613170226415
2015-01-19,5705,1.92418146133423,-5.3372483253479,-2.78342076142629
2015-01-19,5906,-2.90859365463257,-10.4987449645996,-6.4552832643191
2015-01-19,7341,-Inf,Inf,NA
2015-01-19,7393,-2.97654485702515,-9.63718605041504,-5.26283542315165
2015-01-19,15444,0.380764484405518,-8.62628746032715,-6.87743167082469
2015-01-20,282,2.33323764801025,-6.73812341690063,-3.81923993428548
2015-01-20,433,-2.44474267959595,-5.29931783676147,-3.80321550369263
2015-01-20,1691,-2.43909597396851,-8.98769760131836,-4.69333893060684
2015-01-20,1975,-2.48617219924927,-4.91906309127808,-3.48265075683594
2015-01-20,2928,0.498659133911133,-6.76946496963501,-3.91362337271373
2015-01-20,3379,-Inf,Inf,NA
2015-01-20,3668,-0.555043697357178,-5.25995874404907,-2.90015012025833
2015-01-20,3821,-1.69424772262573,-16.6963977813721,-5.80551491181056
2015-01-20,4024,-1.58182287216187,-6.30066823959351,-4.593687971433
2015-01-20,4039,-1.44499826431274,-20.0900611877441,-5.23998840649922
2015-01-20,4928,-2.12324333190918,-18.5993881225586,-5.39599657058716
2015-01-20,5705,-2.21207475662231,-7.70124483108521,-5.17387040456136
2015-01-20,5906,0.408749580383301,-8.33752250671387,-4.20995801687241
2015-01-20,7341,-Inf,Inf,NA
2015-01-20,7393,-0.276384830474854,-6.10282945632935,-3.68127930164337
2015-01-20,15444,1.51813268661499,-21.0699348449707,-7.74007616440455
2015-01-21,282,-2.67258596420288,-7.73854875564575,-4.79101538658142
2015-01-21,433,-1.29618215560913,-5.60629415512085,-3.90401434898376
2015-01-21,1691,-4.04161691665649,-12.9694385528564,-8.70677695671717
2015-01-21,1975,-6.76442956924438,-8.75260925292969,-7.94210141897202
2015-01-21,2928,0.0480780601501465,-9.04245948791504,-5.96040012439092
2015-01-21,3379,-Inf,Inf,NA
2015-01-21,3668,-3.2584547996521,-7.58260583877563,-4.94278180599213
2015-01-21,3821,-1.74241733551025,-10.5537776947021,-7.10245931148529
2015-01-21,4024,-4.2236533164978,-8.94638824462891,-6.21901953220367
2015-01-21,4039,-4.91782522201538,-8.7967700958252,-7.5305752158165
2015-01-21,4928,-2.6093487739563,-6.80901765823364,-4.91736531257629
2015-01-21,5705,-4.04888772964478,-10.4415760040283,-7.17509671052297
2015-01-21,5906,-0.113320350646973,-9.00871086120605,-4.53605874379476
2015-01-21,7341,-Inf,Inf,NA
2015-01-21,7393,-1.04370164871216,-8.79439926147461,-6.33126197258632
2015-01-21,15444,-6.50661516189575,-9.37495613098145,-8.40659985939662
2015-01-22,282,-1.26827907562256,-6.28633069992065,-4.10147337118785
2015-01-22,433,-6.34170198440552,-7.64838457107544,-6.83853209018707
2015-01-22,1691,-3.6448187828064,-8.24569511413574,-6.79240791002909
2015-01-22,1975,-4.3807578086853,-8.5827579498291,-5.61305099725723
2015-01-22,2928,-4.9051079750061,-8.40071868896484,-6.69369059801102
2015-01-22,3379,-Inf,Inf,NA
2015-01-22,3668,1.25426483154297,-3.06448602676392,-0.593516886234283
2015-01-22,3821,-6.09052896499634,-9.13792610168457,-8.24017512170892
2015-01-22,4024,-2.92756795883179,-11.7207717895508,-7.72978397210439
2015-01-22,4039,-4.23463296890259,-10.308385848999,-7.87362865606944
2015-01-22,4928,-1.17484140396118,-7.13575220108032,-4.83395983775457
2015-01-22,5705,-2.99700117111206,-7.36809110641479,-5.53044350941976
2015-01-22,5906,-2.97767305374146,-5.06851148605347,-4.02417600154877
2015-01-22,7341,-Inf,Inf,NA
2015-01-22,7393,-3.61712217330933,-8.09964179992676,-5.55313962697983
2015-01-22,15444,-1.51311683654785,-9.55253982543945,-7.1213609178861
2015-01-23,282,-2.94921922683716,-7.20250082015991,-5.67538666725159
2015-01-23,433,-3.5096173286438,-6.67068243026733,-5.64614605903625
2015-01-23,1691,-4.20635366439819,-9.20539855957031,-7.14068919420242
2015-01-23,1975,0.145779132843018,-9.14227867126465,-4.72183775901795
2015-01-23,2928,-4.81307744979858,-7.83312273025513,-6.50393672784169
2015-01-23,3379,-Inf,Inf,NA
2015-01-23,3668,-5.2146372795105,-6.18407106399536,-5.58934319019318
2015-01-23,3821,-8.36209106445312,-9.32925605773926,-8.85766817728678
2015-01-23,4024,-3.43075799942017,-11.9285926818848,-7.72531533241272
2015-01-23,4039,-6.61794805526733,-9.83780288696289,-8.28304491440455
2015-01-23,4928,-2.77676439285278,-7.02612543106079,-5.19952658812205
2015-01-23,5705,-3.14991235733032,-7.21624517440796,-5.03431836764018
2015-01-23,5906,-0.756113529205322,-9.56502151489258,-4.26365474859873
2015-01-23,7341,-Inf,Inf,NA
2015-01-23,7393,-4.52992105484009,-7.24731683731079,-6.05590395132701
2015-01-23,15444,-5.67770147323608,-8.86714363098145,-7.32154474655787
2015-01-24,282,-0.62433910369873,-6.85297727584839,-4.91848995288213
2015-01-24,433,-5.43107080459595,-8.17057228088379,-6.48856073617935
2015-01-24,1691,-3.18890714645386,-19.7121238708496,-7.77310311794281
2015-01-24,1975,-5.30972814559937,-9.29568290710449,-7.31684905290604
2015-01-24,2928,0.353868961334229,-8.36548042297363,-5.69211353858312
2015-01-24,3379,-Inf,Inf,NA
2015-01-24,3668,-3.13866949081421,-7.19942235946655,-5.38445687294006
2015-01-24,3821,-0.708826065063477,-9.14577102661133,-6.47189660867055
2015-01-24,4024,-6.95104265213013,-10.9645614624023,-8.37417644262314
2015-01-24,4039,-4.87441301345825,-13.3323554992676,-9.08019802967708
2015-01-24,4928,-0.927857875823975,-7.84631681442261,-4.8756777048111
2015-01-24,5705,-4.23356962203979,-8.84634017944336,-6.53404406706492
2015-01-24,5906,-3.15730714797974,-17.1492481231689,-6.7901390393575
2015-01-24,7341,-Inf,Inf,NA
2015-01-24,7393,-4.95288991928101,-8.68439483642578,-6.43684389193853
2015-01-24,15444,-4.14879179000854,-8.52694892883301,-6.57298346360524
2015-01-25,282,1.25807094573975,-9.27158737182617,-3.99798593918482
2015-01-25,433,-4.31386804580688,-6.14462614059448,-5.15845286846161
2015-01-25,1691,-0.0419793128967285,-6.00104761123657,-2.8673367301623
2015-01-25,1975,3.30268406867981,-5.08058500289917,-1.12210562825203
2015-01-25,2928,0.0406904220581055,-14.9608688354492,-4.98129467169444
2015-01-25,3379,-Inf,Inf,NA
2015-01-25,3668,-1.64167451858521,-5.63638639450073,-3.78833651542664
2015-01-25,3821,-2.84599256515503,-8.79476165771484,-5.67791173674844
2015-01-25,4024,0.782655239105225,-9.00452041625977,-4.74127131700516
2015-01-25,4039,1.08074522018433,-22.4741706848145,-5.23490144809088
2015-01-25,4928,-1.69506645202637,-7.77418756484985,-4.96370891729991
2015-01-25,5705,-0.707468032836914,-8.10971832275391,-4.8864594300588
2015-01-25,5906,-1.05707836151123,-11.8887805938721,-5.18709019819895
2015-01-25,7341,-Inf,Inf,NA
2015-01-25,7393,-2.72517919540405,-7.62662935256958,-5.30789124965668
2015-01-25,15444,-3.5424370765686,-10.1177864074707,-6.9608886440595
2015-01-26,282,-0.284806728363037,-6.12572622299194,-3.61601102352142
2015-01-26,433,-0.204715728759766,-3.79321241378784,-1.8901988863945
2015-01-26,1691,-0.700935840606689,-4.73443460464478,-3.32221488157908
2015-01-26,1975,-2.29755830764771,-3.32831239700317,-2.6454975605011
2015-01-26,2928,1.93372964859009,-6.4350962638855,-3.6179824868838
2015-01-26,3379,-Inf,Inf,NA
